"id","title","description","body","ground_truth_id"
"200001","Workflow failure: - In the sidebar, which should be open from the addon, there will be 4 buttons.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. How this shows up: - In the sidebar, which should be open from the addon, there will be 4 buttons. Additional detail: Ignore the fourth; that's for a different failure case. The behavior interrupts the workflow and forces a restart.","116865"
"200002","Observed behavior: during going from 4.5 to 4.6.1, however, it seems to forget, or force-reset them.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. What I can reproduce: during going from 4.5 to 4.6.1, however, it seems to forget, or force-reset them. Additional detail: Tested versions - Reproducible in: 4.6.1.stable - Not reproducible in: 4.5.stable System information Manjaro Linux amd64, Godot v4.6.1.stable.official [14d19694e], no sandboxing failure case description Normally Godot remembers custom editor colour theme settings during upgrading to a new minor version. This makes the feature unreliable for practical use.","117845"
"200003","Observed behavior: Fixes: https://github.com/godotengine/godot/issues/117975 We can access an already free...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: Fixes: https://github.com/godotengine/godot/issues/117975 We can access an already freed script as soon as clearing dependencies between scripts. Additional detail: It can happen because on some runs the reference to the base script can be the last reference and at the same time the next one in the `script_list`. This makes the feature unreliable for practical use.","117991"
"200004","Unexpected result: with the following call stack: ...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. Observed sequence: with the following call stack: ... Additional detail: Note the close abruptly after the first animation plays Minimal reproduction workspace (MRP) animation-player-crash.zip. The result is inconsistent with what the editor UI suggests.","116674"
"200005","Regression: We will take care of backporting relevant fixes to older versions.","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. Observed sequence: We will take care of backporting relevant fixes to older versions. Additional detail: This allows typed dictionaries to be nested as the value via property list manipulation. The result is inconsistent with what the editor UI suggests.","117529"
"200006","Unexpected result: Should prevent race condition corrupting rendering in some cases.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. How this shows up: Should prevent race condition corrupting rendering in some cases. Additional detail: [HarfBuzz] Use separate rendering context for each font. This makes the feature unreliable for practical use.","117580"
"200007","Workflow failure: Steps to reproduce Create a Cscript file and export a Godot Dictionary, for example Ass...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: Steps to reproduce Create a Cscript file and export a Godot Dictionary, for example Assign to the dictionary values in the editor. Additional detail: Tested versions Godot v4.6.1.stable.mono System information Linux archlinux 6.19.8-zen1-1-zen failure case description during you export a dictionary with the TValue as a godot type, such as Node, Node3D etc, and properly assign the values in the editor, at runtime, the returned value is consistently null. The result is inconsistent with what the editor UI suggests.","117632"
"200008","Unexpected result: Steps to reproduce N/A Minimal reproduction working project (MRP) N/A.","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: Steps to reproduce N/A Minimal reproduction working project (MRP) N/A. Additional detail: One of those scenarios have manifested as a real terminate unexpectedly for us, in our custom fork of 4.6.1-stable, as seen in this crash backrace: More specifically it's (in the `4.6` branch) this mutex that's already been destroyed by the time `PagedAllocator` tries to print its leak report: https://github.com/godotengine/godot/blob/5bd79ab53ffe9952f371a10e31c17947cf9a176b/core/object/object.cppL2406-L2408 As far as I can tell there has been some refactoring to the top part of this backtrace in latest `master`, but the `static BinaryMutex` involved is still there, as are the static `Variant` pools and the leak reporting, so this should still be just as much of a problem. This makes the feature unreliable for practical use.","117789"
"200009","Workflow failure: The MRP..: - Has one `GPUParticles3D` with a `BoxMesh` as draw pass 1 and `Amount` set...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: The MRP..: - Has one `GPUParticles3D` with a `BoxMesh` as draw pass 1 and `Amount` set to 200. Additional detail: **Expected:** There should be no draw calls in any pass, unless the particle system is emitting. The result is inconsistent with what the editor UI suggests.","116682"
"200010","Observed behavior: partially fixes https://github.com/godotengine/godot/issues/100846.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. How this shows up: partially fixes https://github.com/godotengine/godot/issues/100846. Additional detail: partially fixes https://github.com/godotengine/godot/issues/100846. This blocks progress because the expected result never appears.","117859"
"200011","Observed behavior: Fixes https://github.com/godotengine/godot/pull/114360issuecomment-3963447414.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. How this shows up: Fixes https://github.com/godotengine/godot/pull/114360issuecomment-3963447414. Additional detail: Fixes https://github.com/godotengine/godot/pull/114360issuecomment-3963447414. This makes the feature unreliable for practical use.","116809"
"200012","Observed behavior: - Fixes 116674 If the `playback_queue` becomes empty within a `finished` signal (e.g.,...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. How this shows up: - Fixes 116674 If the `playback_queue` becomes empty within a `finished` signal (e.g., `stop()` is called there), it should abort because the queue should not be accessed. Additional detail: Check `playback_queue` existance after emit `animation_finished` signal. The result is inconsistent with what the editor UI suggests.","116676"
"200013","Regression: It does indeed terminate unexpectedly (I tried to get an editor panel to get system info).","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. How this shows up: It does indeed terminate unexpectedly (I tried to get an editor panel to get system info). Additional detail: Tested versions Just downloaded 4.6.1 Didn’t get this message with 4.6.1 RC1 System information macOS 15.6. The behavior interrupts the workflow and forces a restart.","116377"
"200014","Workflow failure: from `EditorFileSystem::update_file`) without the `ResourceFormatImporter::get_resource...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. How this shows up: from `EditorFileSystem::update_file`) without the `ResourceFormatImporter::get_resource_script_class` method override to remap the original file path to its saved imported resource path. Additional detail: Previously the script class was never registered in the editor file system on first import (in `EditorFileSystem::_reimport_file`). This makes the feature unreliable for practical use.","117025"
"200015","Workflow failure: remedy 117877 Sneaky boolean bug CC @YeldhamDev.","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: remedy 117877 Sneaky boolean bug CC @YeldhamDev. Additional detail: resolve 117877 Sneaky boolean bug CC @YeldhamDev. The behavior interrupts the workflow and forces a restart.","117878"
"200016","Regression: Remove the dictionary typing; game runs and the output dock shows the right results Min...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: Remove the dictionary typing; game runs and the output dock shows the right results Minimal reproduction working project (MRP) Typed Dictionary Looping Bug.zip. Additional detail: Create a new current project , add a project scene with a Node node and a GDScript script attached to it 2. This makes the feature unreliable for practical use.","116947"
"200017","Workflow failure: Debug log: Minimal reproduction current project (MRP) n/a.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Observed sequence: Debug log: Minimal reproduction current project (MRP) n/a. Additional detail: The first time works. The result is inconsistent with what the editor UI suggests.","117229"
"200018","Unexpected result: Declare a function test(i : int) , and try to connect the Signal ""pressed()"" from the a...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. How this shows up: Declare a function test(i : int) , and try to connect the Signal ""pressed()"" from the action control to said function. Additional detail: This makes it completly impossible to connect a signal to a function taking an argument. The behavior interrupts the workflow and forces a restart.","117980"
"200019","Workflow failure: Tested versions Reproducible in: Godot v4.6.1.stable - macOS Tahoe (26.4.0) - Multi-vie...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: Tested versions Reproducible in: Godot v4.6.1.stable - macOS Tahoe (26.4.0) - Multi-view, 1 monitor - Metal (Mobile) - integrated Apple M3 Max (Apple9) - Apple M3 Max (14 threads) - 36.00 GiB memory Hardware: Macbook Pro - Apple M3 Max, 36 GB Ram, macOS Tahoe 26.4 (I can also reproduce this on an M1 MacBook Pro but have no other computers to test it on.) System information macOS Tahoe (26.4.0) - Multi-window, 1 monitor - Metal (Mobile) - integrated Apple M3 Max (Apple9) - Apple M3 Max (14 threads) - 36.00 GiB memory defect description There is a large lag spike while label nodes that are hidden and off-screen are set to visible for the first time. Additional detail: Hold the right arrow key. This makes the feature unreliable for practical use.","117985"
"200020","Unexpected result: Replace `chdir`/`getcwd` with `stat`/`access`/`realpath` to validate directories withou...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. Observed sequence: Replace `chdir`/`getcwd` with `stat`/`access`/`realpath` to validate directories without temporarily changing the process-wide working directory, which caused race conditions in multithreaded contexts. Additional detail: ---- This is mostly a bugfix, but contains one behavior change, which is that trying to chdir outside the root path will now give an failure instead of returning success but doing nothing. This makes the feature unreliable for practical use.","117872"
"200021","Regression: Note that this MRP is the main workspace (1.9 GB) slimmed down, but it wasn't anything...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. Repro pattern: Note that this MRP is the main workspace (1.9 GB) slimmed down, but it wasn't anything wild. Additional detail: Probably related to https://github.com/godotengine/godot/issues/117568 Not a serious problem since there is a workaround (deleting `.godot/editor`), but worth looking into imo Steps to reproduce 1. This blocks progress because the expected result never appears.","117639"
"200022","Workflow failure: This reverts the https://github.com/godotengine/godot/pull/108487 but with a deferred c...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. How this shows up: This reverts the https://github.com/godotengine/godot/pull/108487 but with a deferred call to avoid reintroducing the bug that the PR fixed (https://github.com/godotengine/godot/issues/104052). Additional detail: Updating EFS here is still too early, so we defer the call to ensure the type info is available. This makes the feature unreliable for practical use.","117617"
"200023","Workflow failure: Fixes https://github.com/godotengine/godot/issues/116925.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. What I can reproduce: Fixes https://github.com/godotengine/godot/issues/116925. Additional detail: Fixes https://github.com/godotengine/godot/issues/116925. This blocks progress because the expected result never appears.","117101"
"200024","Workflow failure: Steps to reproduce - Create a copy of a CSGPolygon3D - Deselect and check if icons disa...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: Steps to reproduce - Create a copy of a CSGPolygon3D - Deselect and check if icons disappear - Edit the shape of the original CSGPolygon3D Minimal reproduction workspace (MRP) csgpolygonbug - mrp.zip. Additional detail: Tested versions - Reproducible from 4.1.stable to 4.7.dev1 (and beyond) System information Godot v4.7.dev1 - Windows 11 (build 26200) - Multi-panel, 1 monitor - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3060 Laptop GPU (NVIDIA; 32.0.15.7260) - 12th Gen Intel(R) Core(TM) i7-12700H (20 threads) - 15.79 GiB memory fault description If you paste a copy of a CSGPolygon3D the gizmos related to editing its shape won't disappear even after deselected. This makes the feature unreliable for practical use.","116929"
"200025","Observed behavior: This change is required to address compiling Godot 4.6 on the latest macOS.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. What I can reproduce: This change is required to address compiling Godot 4.6 on the latest macOS. Additional detail: This PR is a manual backport of PR 117819 to the 4.6 branch, because there were conflicts. This blocks progress because the expected result never appears.","117989"
"200026","Workflow failure: Think this should address: https://github.com/godotengine/godot/issues/116985.","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: Think this should address: https://github.com/godotengine/godot/issues/116985. Additional detail: Think this should patch: https://github.com/godotengine/godot/issues/116985. The result is inconsistent with what the editor UI suggests.","116992"
"200027","Regression: <img width=""1320"" height=""1448"" alt=""Image"" src=""https://github.com/user-attachments/as...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: <img width=""1320"" height=""1448"" alt=""Image"" src=""https://github.com/user-attachments/assets/99f62a51-225b-4341-b91e-88b458b24b30"" /> Steps to reproduce import a mesh with Generate LODs toggled on. Additional detail: This image shows difference between Generated LODs and disabling the import feature. This blocks progress because the expected result never appears.","117671"
"200028","Workflow failure: However, judging by the information in 116721 it seems likely that it would, if it hasn...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. What I can reproduce: However, judging by the information in 116721 it seems likely that it would, if it hasn't been fixed already. Additional detail: Maybe fixes 116721. The behavior interrupts the workflow and forces a restart.","116724"
"200029","Workflow failure: This restores the previous behavior by using floor() for SIDE_RIGHT while keeping ceil(...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Observed sequence: This restores the previous behavior by using floor() for SIDE_RIGHT while keeping ceil() for SIDE_LEFT. Additional detail: See also: - 114221 - https://github.com/godotengine/godot/pull/110791 This pull request resolves the fault without affecting other behavior: it only adjusts the one extra pixel needed at the end of `TextEdit` on custom scales so the last character is visible again. The behavior interrupts the workflow and forces a restart.","116850"
"200030","Observed behavior: Fixes https://github.com/godotengine/godot/issues/116753.","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: Fixes https://github.com/godotengine/godot/issues/116753. Additional detail: Fixes https://github.com/godotengine/godot/issues/116753. This blocks progress because the expected result never appears.","116756"
"200031","Unexpected result: Tested versions Reproducible on all versions, including current master, bf95b62586e31b8...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. How this shows up: Tested versions Reproducible on all versions, including current master, bf95b62586e31b8a3503f5903d7764d7c52bf2ab System information Linux OpenXR/OpenGL on Monado or derived runtimes failure case description Starting with https://gitlab.freedesktop.org/monado/monado/-/merge_requests/2659 Monado checks for valid values in OpenGL bindings Godot doesn't set those values: https://github.com/godotengine/godot/blob/master/modules/openxr/extensions/platform/openxr_opengl_extension.cppL199-L201 Trying to start any OpenGL application will fail, see https://github.com/WiVRn/WiVRn/issues/787 Steps to reproduce Launch Godot 4.6 Use the ""Asset Library"" to get the ""Meta Composition Layers XR Sample"" and open it Press the ""Run"" toolbar button up in the upper right hand corner The game won't start within the headset Minimal reproduction workspace (MRP) Meta Composition Layers XR Sample. Additional detail: Tested versions Reproducible on all versions, including current master, bf95b62586e31b8a3503f5903d7764d7c52bf2ab System information Linux OpenXR/OpenGL on Monado or derived runtimes fault description Starting with https://gitlab.freedesktop.org/monado/monado/-/merge_requests/2659 Monado checks for valid values in OpenGL bindings Godot doesn't set those values: https://github.com/godotengine/godot/blob/master/modules/openxr/extensions/platform/openxr_opengl_extension.cppL199-L201 Trying to start any OpenGL application will fail, see https://github.com/WiVRn/WiVRn/issues/787 Steps to reproduce Launch Godot 4.6 Use the ""Asset Library"" to get the ""Meta Composition Layers XR Sample"" and open it Press the ""Run"" UI button up in the upper right hand corner The game won't start within the headset Minimal reproduction project setup (MRP) Meta Composition Layers XR Sample. The result is inconsistent with what the editor UI suggests.","116254"
"200032","Regression: Note: `void_B` and `void_C` behave the same, but are syntactically different.","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: Note: `void_B` and `void_C` behave the same, but are syntactically different. Additional detail: Note: It is syntactically correct to return void from another void function: https://github.com/godotengine/godot/issues/71169 Steps to reproduce Attach this script to a Node and run the active scene graph. The result is inconsistent with what the editor UI suggests.","117233"
"200033","Workflow failure: If the framerate drops to 30 a delta of 1/30 will result in a lerping factor of 2.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. What I can reproduce: If the framerate drops to 30 a delta of 1/30 will result in a lerping factor of 2. Additional detail: In `Camera2D`, the property `position_smoothing_speed` has the following description: > Speed in pixels per second of the camera's smoothing effect during [member position_smoothing_enabled] is [code]true[/code]. This blocks progress because the expected result never appears.","117637"
"200034","Observed behavior: Before: <img width=""1097"" height=""541"" alt=""Screenshot_20260307_173535"" src=""https://gi...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: Before: <img width=""1097"" height=""541"" alt=""Screenshot_20260307_173535"" src=""https://github.com/user-attachments/assets/eb23b028-6e83-4293-80ff-fab9b082e207"" /> After: <img width=""1097"" height=""541"" alt=""Screenshot_20260307_185536"" src=""https://github.com/user-attachments/assets/89ae8e9b-2015-4c97-834d-493ea32b2451"" />. Additional detail: Before: <img width=""1097"" height=""541"" alt=""Screenshot_20260307_173535"" src=""https://github.com/user-attachments/assets/eb23b028-6e83-4293-80ff-fab9b082e207"" /> After: <img width=""1097"" height=""541"" alt=""Screenshot_20260307_185536"" src=""https://github.com/user-attachments/assets/89ae8e9b-2015-4c97-834d-493ea32b2451"" />. This makes the feature unreliable for practical use.","117187"
"200035","Observed behavior: intermittently, after initiating a transition reconnection after edits to multiple Stat...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Observed sequence: intermittently, after initiating a transition reconnection after edits to multiple StateMachines, there is a fatal hard-stop due to a stale index value. Additional detail: occasionally, while initiating a transition reconnection after edits to multiple StateMachines, there is a fatal shut down due to a stale index value. The behavior interrupts the workflow and forces a restart.","116948"
"200036","Observed behavior: If you're editing a `GridMap`, and click on an area where no action is done, the viewpo...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Observed sequence: If you're editing a `GridMap`, and click on an area where no action is done, the viewport will be stuck in the middle of a selection operation. Additional detail: remedy 3D viewport selection getting stuck as soon as editing a `GridMap`. The result is inconsistent with what the editor UI suggests.","117521"
"200037","Workflow failure: - patch being able to have both view mode buttons be untoggled.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Observed sequence: - patch being able to have both view mode buttons be untoggled. Additional detail: - Made it properly modify on translation change. The result is inconsistent with what the editor UI suggests.","116555"
"200038","Observed behavior: Minimal reproduction working project (MRP) slider bug report.zip.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Observed sequence: Minimal reproduction working project (MRP) slider bug report.zip. Additional detail: Minimal reproduction workspace (MRP) slider bug report.zip. The behavior interrupts the workflow and forces a restart.","116423"
"200039","Observed behavior: Fifth and final batch of cherry-picks for 4.6.2, resolving remaining blockers and pain-...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. How this shows up: Fifth and final batch of cherry-picks for 4.6.2, resolving remaining blockers and pain-points that don't require a deep-dive into core. Additional detail: Fifth and final batch of cherry-picks for 4.6.2, resolving remaining blockers and pain-points that don't require a deep-dive into core. The result is inconsistent with what the editor UI suggests.","118035"
"200040","Regression: Clipboard managers (e.g.","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. What I can reproduce: Clipboard managers (e.g. Additional detail: To speed up the contribution process and avoid CI errors, please set up pre-commit hooks locally: https://contributing.godotengine.org/en/latest/engine/guidelines/code_style.html --> Fixes 116522 during setting the clipboard, the data source was reused after the first copy and only the in-memory buffer was updated, so the compositor was never notified of subsequent clipboard changes. This makes the feature unreliable for practical use.","116648"
"200041","Workflow failure: https://github.com/godotengine/godot/pull/115008discussion_r2835346239.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Observed sequence: https://github.com/godotengine/godot/pull/115008discussion_r2835346239. Additional detail: https://github.com/godotengine/godot/pull/115008discussion_r2835346239. This makes the feature unreliable for practical use.","116564"
"200042","Regression: Fixes https://github.com/godotengine/godot/issues/117698.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. What I can reproduce: Fixes https://github.com/godotengine/godot/issues/117698. Additional detail: Fixes https://github.com/godotengine/godot/issues/117698. This makes the feature unreliable for practical use.","117748"
"200043","Regression: Tested versions - Reproducible in Godot 4.7 Dev 1 Mono System information Godot v4.7.de...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Observed sequence: Tested versions - Reproducible in Godot 4.7 Dev 1 Mono System information Godot v4.7.dev1.mono - Windows 11 (build 26200) - Multi-panel, 1 monitor - Vulkan (Forward+) - dedicated NVIDIA GeForce RTX 3060 (NVIDIA; 32.0.15.9502) - 13th Gen Intel(R) Core(TM) i3-13100F (8 threads) - 15.84 GiB memory defect description Crashing after the 1st (2nd time and on) Input Action is added while pressing ""Esc"" in the Input Action Adder Menu Steps to reproduce - Open Godot - Go in the Iput Map Section - Add an action to an event - Optional (I think): Make another event - Add an action to the 1st event - Add the ""Esc"" action to the 1st (or 2nd) Event - hard-stop Minimal reproduction project (MRP) N/A. Additional detail: Tested versions - Reproducible in Godot 4.7 Dev 1 Mono System information Godot v4.7.dev1.mono - Windows 11 (build 26200) - Multi-panel, 1 monitor - Vulkan (Forward+) - dedicated NVIDIA GeForce RTX 3060 (NVIDIA; 32.0.15.9502) - 13th Gen Intel(R) Core(TM) i3-13100F (8 threads) - 15.84 GiB memory problem description Crashing after the 1st (2nd time and on) Input Action is added as soon as pressing ""Esc"" in the Input Action Adder Menu Steps to reproduce - Open Godot - Go in the Iput Map Section - Add an action to an event - Optional (I think): Make another event - Add an action to the 1st event - Add the ""Esc"" action to the 1st (or 2nd) Event - terminate unexpectedly Minimal reproduction workspace (MRP) N/A. The result is inconsistent with what the editor UI suggests.","116764"
"200044","Observed behavior: Related to: https://github.com/godotengine/godot/pull/94666 While we're also not able t...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Observed sequence: Related to: https://github.com/godotengine/godot/pull/94666 While we're also not able to track down the exact root cause of the close abruptly, nor produce an MRP, we have seen it in the wild. Additional detail: ------- Although we didn't find a root cause, here is a little more information on our investigation, in case it helps someone in the future. The behavior interrupts the workflow and forces a restart.","116258"
"200045","Observed behavior: during this is called it may not be the active editor in some cases.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Repro pattern: during this is called it may not be the active editor in some cases. Additional detail: The shortcuts need to be set up and they don't need to be the active editor for that. This makes the feature unreliable for practical use.","117375"
"200046","Regression: Mouse drag on one of the parameters (i.e.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Repro pattern: Mouse drag on one of the parameters (i.e. Additional detail: Extra spacing: Bottom) 4. This makes the feature unreliable for practical use.","116297"
"200047","Observed behavior: In the new Sprite2D (local), create a GradientTexture2D in the `texture` property 4.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Repro pattern: In the new Sprite2D (local), create a GradientTexture2D in the `texture` property 4. Additional detail: See errors Minimal reproduction project setup (MRP) N/A. This blocks progress because the expected result never appears.","117753"
"200048","Workflow failure: Before submitting, please read our checklist for new contributors: https://contributing...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Observed sequence: Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors -->. Additional detail: We will take care of backporting relevant fixes to older versions. This makes the feature unreliable for practical use.","117643"
"200049","Unexpected result: - Fixes: https://github.com/godotengine/godot/issues/116467 | Before | After | |----|--...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. What I can reproduce: - Fixes: https://github.com/godotengine/godot/issues/116467 | Before | After | |----|----| | <img width=""409"" height=""257"" alt=""before"" src=""https://github.com/user-attachments/assets/388b525d-32e9-4cd3-97b6-31c2e7e1e59a"" />| <img width=""411"" height=""244"" alt=""after"" src=""https://github.com/user-attachments/assets/522db8a3-8ef7-4d35-8c23-1ebaedcfb708"" />| After https://github.com/godotengine/godot/pull/111212 some icons are been lost for `EditorFileDialog`. Additional detail: Because of this, they handle color differently. The result is inconsistent with what the editor UI suggests.","116641"
"200050","Regression: - Adds `deep_focus_lookup` flag to ensure Tab/Shift+Tab can on each attempt find some f...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. Observed sequence: - Adds `deep_focus_lookup` flag to ensure Tab/Shift+Tab can on each attempt find some focusable control after focus is released, and set it to `true` for the editor root viewport. Additional detail: - Adds `deep_focus_lookup` flag to ensure Tab/Shift+Tab can consistently find some focusable control after focus is released, and set it to `true` for the editor root viewport. This blocks progress because the expected result never appears.","117387"
"200051","Observed behavior: joint-3d-bug-report.zip.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. How this shows up: joint-3d-bug-report.zip. Additional detail: Steps to reproduce Setup RigidBody3D contains a movement script that moves it back and forth on the x-axis Generic6DOFJoint3D - connects to the RigidBody3D named BodyA. This makes the feature unreliable for practical use.","116246"
"200052","Regression: Also fixes a wrong return value in `primary_get_mime`.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. How this shows up: Also fixes a wrong return value in `primary_get_mime`. Additional detail: We would normally need special logic for each object type, but here we can just select the right data buffer and work on that. This makes the feature unreliable for practical use.","117873"
