"id","title","description","body","ground_truth_id"
"200053","Regression: <img width=""1116"" height=""777"" alt=""Image"" src=""https://github.com/user-attachments/ass...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Observed sequence: <img width=""1116"" height=""777"" alt=""Image"" src=""https://github.com/user-attachments/assets/9ca6a492-5685-44ed-9928-97b13c0266d8"" /> <img width=""1117"" height=""753"" alt=""Image"" src=""https://github.com/user-attachments/assets/04621dae-0b64-4436-a8ff-09d1c6f98dcc"" /> Steps to reproduce - Add voxel GI - Bake voxel GI - Add 32 omni lights in its area Minimal reproduction working project (MRP) voxel-gi-lights-bug.zip. Additional detail: Tested versions - Reproducible in 4.6.1, 4.7 dev 2 System information Godot v4.7.dev1.mono - Windows 10 (build 19045) - Multi-editor window, 2 monitors - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 5070 (NVIDIA; 32.0.15.9174) - Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz (16 threads) - 31.93 GiB memory problem description after 32 lights or more are placed voxel GI area, its lighting becomes darkened. The result is inconsistent with what the editor UI suggests.","117297"
"200054","Observed behavior: patch: 117860 <img width=""1295"" height=""135"" alt=""2026-03-26_11-16-48"" src=""https://git...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. What I can reproduce: patch: 117860 <img width=""1295"" height=""135"" alt=""2026-03-26_11-16-48"" src=""https://github.com/user-attachments/assets/739e3ce0-7dde-4d8e-be30-996353711b8d"" />. Additional detail: address: 117860 <img width=""1295"" height=""135"" alt=""2026-03-26_11-16-48"" src=""https://github.com/user-attachments/assets/739e3ce0-7dde-4d8e-be30-996353711b8d"" />. This makes the feature unreliable for practical use.","117867"
"200055","Observed behavior: If nothing changes, I will probably use MSDF, but ideally, I would like it if disabling...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Repro pattern: If nothing changes, I will probably use MSDF, but ideally, I would like it if disabling subpixel positioning for fonts worked like in 4.4.1. Additional detail: That approach combined two things I cannot replicate with current settings: crisp font rendering at small font sizes, along with correct outline rendering. The behavior interrupts the workflow and forces a restart.","117338"
"200056","Regression: If you close a dock, and then disable it in the features dialog, it would still be list...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Repro pattern: If you close a dock, and then disable it in the features dialog, it would still be listed in the ""Editor > Editor Docks"" menu until you selected another dock. Additional detail: This PR makes so that the list is updated on feature changes. This blocks progress because the expected result never appears.","116480"
"200057","Unexpected result: Fixes https://github.com/godotengine/godot/issues/115580.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. What I can reproduce: Fixes https://github.com/godotengine/godot/issues/115580. Additional detail: Fixes https://github.com/godotengine/godot/issues/115580. This makes the feature unreliable for practical use.","117371"
"200058","Regression: System information Fedora - Godot 4.6 - Compatability defect description Flagged as a b...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. What I can reproduce: System information Fedora - Godot 4.6 - Compatability defect description Flagged as a bug report instead of feature suggestion, as while I don't believe it is a regression, or a classic bug, the behavior is different from the description of the bbcode implementation in the docs. Additional detail: <img width=""1920"" height=""1048"" alt=""Screenshot of property not working for implicit width, but working after specified as an option"" src=""https://github.com/user-attachments/assets/f2e18c2f-7286-40b8-a0a2-441364e8a64f"" /> Steps to reproduce New project setup -> Add Image (example) to project -> Add Control Node and RichTextLabel as a child -> make it take up the entire screen -> Enable `bbcode_enables` -> Add the following text: Minimal reproduction project (MRP) MRP-bbcode.zip. This blocks progress because the expected result never appears.","116927"
"200059","Unexpected result: Use ""ui_text_caret_add_below"" (default is ctrl shift down) 4.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. How this shows up: Use ""ui_text_caret_add_below"" (default is ctrl shift down) 4. Additional detail: Place caret in a script with some lines above and below 2. This blocks progress because the expected result never appears.","117549"
"200060","Workflow failure: 2.","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. What I can reproduce: 2. Additional detail: Tested versions - Reproducible in 4.6.1 stable - Reproducible in 4.7 dev 1 - Likely reproducible in every version that has the embedded game view System information Godot v4.6.1.stable - macOS Sequoia (15.7.4) - Multi-window, 3 monitors - Metal (Forward+) - integrated Apple M3 Max (Apple9) - Apple M3 Max (16 threads) - 64.00 GiB memory defect description as soon as using the embedded Game view (either the floating window, or the docked game view tab in the Godot editor), incorrect scaling is applied to the game. This blocks progress because the expected result never appears.","116563"
"200061","Observed behavior: Tested versions - 4.6.1stable System information Godot v4.6.1.stable - Windows 11 (buil...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. How this shows up: Tested versions - 4.6.1stable System information Godot v4.6.1.stable - Windows 11 (build 26200) - Multi-editor window, 1 monitor - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 4060 Laptop GPU (NVIDIA; 32.0.15.8183) - 13th Gen Intel(R) Core(TM) i7-13620H (16 threads) - 15.70 GiB memory problem description polygon disappear and polygon can't render normally https://github.com/user-attachments/assets/ee800fdb-5dc5-4088-b9b9-1e4b63a08b0d Steps to reproduce - open it - in ./node/cb2/main.tscn - run Minimal reproduction project setup (MRP) mrp.zip. Additional detail: Tested versions - 4.6.1stable System information Godot v4.6.1.stable - Windows 11 (build 26200) - Multi-editor window, 1 monitor - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 4060 Laptop GPU (NVIDIA; 32.0.15.8183) - 13th Gen Intel(R) Core(TM) i7-13620H (16 threads) - 15.70 GiB memory defect description polygon disappear and polygon can't render normally https://github.com/user-attachments/assets/ee800fdb-5dc5-4088-b9b9-1e4b63a08b0d Steps to reproduce - open it - in ./node/cb2/main.tscn - run Minimal reproduction working project (MRP) mrp.zip. The behavior interrupts the workflow and forces a restart.","117960"
"200062","Unexpected result: Fixes 116697 Salvaged from 105720.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. What I can reproduce: Fixes 116697 Salvaged from 105720. Additional detail: Fixes 116697 Salvaged from 105720. This blocks progress because the expected result never appears.","116698"
"200063","Workflow failure: I've overloaded an `Expression` by a new `ShaderExpression` class to avoid code duplica...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Observed sequence: I've overloaded an `Expression` by a new `ShaderExpression` class to avoid code duplication. Additional detail: This PR intended to solve a huge part of https://github.com/godotengine/godot/issues/96504. The behavior interrupts the workflow and forces a restart.","117173"
"200064","Unexpected result: Steps to reproduce 1.","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. What I can reproduce: Steps to reproduce 1. Additional detail: reload your favorite godot working project and set whitespace/line_spacing to a higher value - I recommend the max value (=50) to clearly see the difference. The result is inconsistent with what the editor UI suggests.","117038"
"200065","Unexpected result: Fixes compilation unexpected behavior in `mesh_library_editor_plugin.cpp` as soon as bu...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Repro pattern: Fixes compilation unexpected behavior in `mesh_library_editor_plugin.cpp` as soon as building with `deprecated=no`. Additional detail: Fixes compilation failure in `mesh_library_editor_plugin.cpp` as soon as building with `deprecated=no`. This makes the feature unreliable for practical use.","117815"
"200066","Workflow failure: ""Ownership"" of the physics server should be unique, which means the main and the physic...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. How this shows up: ""Ownership"" of the physics server should be unique, which means the main and the physics thread dealing with the server should be exclusive, never overlapping. Additional detail: --- This PR is proudly donated by Pedrocorp. This blocks progress because the expected result never appears.","117300"
"200067","Observed behavior: Tested versions **Reproducible: 4.7 dev3 Not Reproducible: 4.7 dev2** System informatio...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: Tested versions **Reproducible: 4.7 dev3 Not Reproducible: 4.7 dev2** System information Windows 10, Godot 4.7 dev3 problem description Demonstration of particle transform drift relative to the parent. Additional detail: https://github.com/user-attachments/assets/c997fd11-a0be-47ad-bb84-ba78d31d7d37 Steps to reproduce As shown in the video Minimal reproduction current project (MRP) N/A. The result is inconsistent with what the editor UI suggests.","117898"
"200068","Observed behavior: as soon as compiling the engine with GDScript disabled (`scons module_gdscript_enabled=...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. What I can reproduce: as soon as compiling the engine with GDScript disabled (`scons module_gdscript_enabled=no`), the build does not complete with an ""invalid use of incomplete type"" fault because the class blueprint is not present. Additional detail: after compiling the engine with GDScript disabled (`scons module_gdscript_enabled=no`), the build stops working with an ""invalid use of incomplete type"" fault because the class blueprint is unavailable. The result is inconsistent with what the editor UI suggests.","117013"
"200069","Unexpected result: <C++ Source> active scene graph/animation/animation_blend_space_1d.cpp:149 @ add_blend_...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Repro pattern: <C++ Source> active scene graph/animation/animation_blend_space_1d.cpp:149 @ add_blend_point()` - `E set_blend_point_position: Index p_point = 0 is out of bounds (blend_points_used = 0). Additional detail: Tested versions Reproducible in: v4.7.dev.custom_build [a9afde840] Not reproducible in: v4.6.1.stable.official [14d19694e] System information Godot v4.7.dev (a9afde840) - macOS Tahoe (26.3.1) - Multi-view, 2 monitors - Metal (Forward+) - integrated Apple M1 Max (Apple7) - Apple M1 Max (10 threads) - 32.00 GiB memory failure case description The AnimationTree editor no longer saves blend points for BlendSpace1D nodes. This makes the feature unreliable for practical use.","117490"
"200070","Unexpected result: Created dedicated header/impl files for `SignalWatcher`; moved the relevant macros to t...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. What I can reproduce: Created dedicated header/impl files for `SignalWatcher`; moved the relevant macros to that header. Additional detail: Slimmed down includes in `test_macros.h`, and consequently added the relevant includes to individual files while relevant. The result is inconsistent with what the editor UI suggests.","116512"
"200071","Observed behavior: Set `Root Bone Name` to `Root` 5.","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Observed sequence: Set `Root Bone Name` to `Root` 5. Additional detail: Add new element to the `Settings` property 4. The behavior interrupts the workflow and forces a restart.","116886"
"200072","Unexpected result: Previously, during `NOTIFICATION_READY` in `editor_node.cpp`, this return value was ign...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Observed sequence: Previously, during `NOTIFICATION_READY` in `editor_node.cpp`, this return value was ignored. Additional detail: **The resolve:** Added a check to capture the `fault` returned by the initial `ProjectSettings::get_singleton()->persist()`. This makes the feature unreliable for practical use.","116896"
"200073","Observed behavior: Tested versions v4.6.stable.flathub [89cea1439] System information Vulkan 1.4.328 - For...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. What I can reproduce: Tested versions v4.6.stable.flathub [89cea1439] System information Vulkan 1.4.328 - Forward+ - Using Device 0: AMD - AMD Radeon 780M Graphics (RADV PHOENIX) problem description I installed two plugins: * GodotVim (hmdfrds) * godot-neovim (shiena) It didn't end up working out with both plugins, so I deleted their addons entries(folders). Additional detail: Note: I never had them installed at the same time, so I deleted the addons folder for each plugin separately. The behavior interrupts the workflow and forces a restart.","116393"
"200074","Unexpected result: Tested versions - Reproducible in 4.6.1, 4.6 System information Godot v4.6.1.stable - U...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. Repro pattern: Tested versions - Reproducible in 4.6.1, 4.6 System information Godot v4.6.1.stable - Ubuntu 24.04.4 LTS 24.04 on X11 - X11 display driver, Multi-panel, 2 monitors - OpenGL 3 (Compatibility) - AMD Radeon 760M Graphics (radeonsi, phoenix, LLVM 20.1.2, DRM 3.57, 6.8.0-100-generic) - AMD Ryzen 5 7640U w/ Radeon 760M Graphics (12 threads) - 13.45 GiB memory defect description after opening a workspace copy, all tile previews are absent. Additional detail: Steps to reproduce - Make any scene to be used as a tile (MRP uses a `StaticBody2D` with a child `CollisionShape2D` and the shape `RectangleShape2D`) - Make a scene `Node2D` with a child `TileMapLayer` - Make a new `TileSet`, add `Scenes Collection`, then add the scene made to be used as a tile - store and quit - Copy the complete project - Open the copy, all tile previews are absent Minimal reproduction project (MRP) missing-tile-previews.zip. The behavior interrupts the workflow and forces a restart.","116441"
"200075","Observed behavior: Both the modern `NSWorkspaceOpenConfiguration` path and the legacy `launchApplicationAt...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. How this shows up: Both the modern `NSWorkspaceOpenConfiguration` path and the legacy `launchApplicationAtURL:` path (x86_64 pre-10.15) are fixed. Additional detail: On macOS, after the project setup Manager opens a project, it spawns the Editor via `NSWorkspace`. This makes the feature unreliable for practical use.","117335"
"200076","Regression: - Override config/name and project setup/assembly_name project settings using said feat...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. What I can reproduce: - Override config/name and project setup/assembly_name project settings using said feature. Additional detail: - Create .sln and .csproj files matching the assembly name. This makes the feature unreliable for practical use.","116968"
"200077","Unexpected result: |Before|After| |-|-| |<img width=""310"" height=""59"" alt=""Screenshot_20260320_133903"" src...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Repro pattern: |Before|After| |-|-| |<img width=""310"" height=""59"" alt=""Screenshot_20260320_133903"" src=""https://github.com/user-attachments/assets/275f2327-3111-4dc5-babd-17dc7ca9160e"" />|<img width=""310"" height=""59"" alt=""Screenshot_20260320_133535"" src=""https://github.com/user-attachments/assets/377e595d-56ec-41bd-a424-935e93295580"" />|. Additional detail: |Before|After| |-|-| |<img width=""310"" height=""59"" alt=""Screenshot_20260320_133903"" src=""https://github.com/user-attachments/assets/275f2327-3111-4dc5-babd-17dc7ca9160e"" />|<img width=""310"" height=""59"" alt=""Screenshot_20260320_133535"" src=""https://github.com/user-attachments/assets/377e595d-56ec-41bd-a424-935e93295580"" />|. The behavior interrupts the workflow and forces a restart.","117683"
"200078","Regression: Wait for 100-200 seconds.","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: Wait for 100-200 seconds. Additional detail: Toggle Debug Monitors for objects, resources, memory. The behavior interrupts the workflow and forces a restart.","116750"
"200079","Regression: Before: <img width=""336"" height=""70"" alt=""557682542-141e488d-393b-4359-a3e5-ac507a8e738...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. Observed sequence: Before: <img width=""336"" height=""70"" alt=""557682542-141e488d-393b-4359-a3e5-ac507a8e738a"" src=""https://github.com/user-attachments/assets/7615ce85-f93b-45b7-8ac6-9b97d5652748"" /> After: https://github.com/user-attachments/assets/178ac0af-21dc-4afb-a06a-dca6a325ab4e Fixes 117038. Additional detail: This was because the size for the icon in question wasn't recalculated upon settings change. The behavior interrupts the workflow and forces a restart.","117911"
"200080","Unexpected result: Now change to another of your tilemaps.","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. What I can reproduce: Now change to another of your tilemaps. Additional detail: It should also remember it between sessions, meaning if I close Godot and open it later, all tilemaps are shown exactly as I left them. This makes the feature unreliable for practical use.","117957"
"200081","Unexpected result: Steps to reproduce 1.","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. What I can reproduce: Steps to reproduce 1. Additional detail: Zoom out and click on the `OptionButton` again https://github.com/user-attachments/assets/3fdde20c-62a5-4bb7-92e8-4b8aeec74134 Minimal reproduction project setup (MRP) scaling-menus-graphnode.zip. This makes the feature unreliable for practical use.","116835"
"200082","Unexpected result: > Could not create base directory: Can't create Minimal reproduction working project (M...","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. What I can reproduce: > Could not create base directory: Can't create Minimal reproduction working project (MRP) N/A (it's reproducible in an empty project). Additional detail: > Could not create base directory: Can't create Minimal reproduction current project (MRP) N/A (it's reproducible in an empty project). The behavior interrupts the workflow and forces a restart.","117624"
"200083","Unexpected result: Tested versions reproducible 4.6.1, 4.7dev1 System information Linux.","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: Tested versions reproducible 4.6.1, 4.7dev1 System information Linux. Additional detail: xfce fault description After changing name of any node in AnimationNodeBlendTree's next grab of any node with mouse unexpectedly teleport it (similar ,but not related 77862) Steps to reproduce Add AnimationTree to loaded scene Create AnimationNodeBlendTree as `Tree Root` Open bottom panel `AnimationTree` Add any node or nodes Move this node away from `OutputNode` (Not required, but for better effect) Click on node name edit for editing Edit name(add or delete characters, it required) Try to move any node with mouse while focus still on node name edit's Node will teleport, as I realize, close to `Output` node Minimal reproduction working project (MRP) N/A https://github.com/user-attachments/assets/0baccde3-265c-4afc-ba8b-4256ed046c11. This makes the feature unreliable for practical use.","116629"
"200084","Regression: It should snap to the grid, as expected.","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: It should snap to the grid, as expected. Additional detail: Hold down `Ctrl`. The behavior interrupts the workflow and forces a restart.","117497"
"200085","Unexpected result: it was heavy editing map.","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. How this shows up: it was heavy editing map. Additional detail: I have tested the upgrade and fixes by myself and it is truly fixed, I was working on a godot game since 2hour and the input never stopped. The behavior interrupts the workflow and forces a restart.","117897"
"200086","Unexpected result: Fixes 115945 CSV translation source files (.csv) were being treated as Translation reso...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. What I can reproduce: Fixes 115945 CSV translation source files (.csv) were being treated as Translation resources, which prevented them from opening correctly in the editor as plain text. Additional detail: This change updates load_resource to skip resource loading for files detected as Translation in the forced-textfile path, then fall back to opening them via the script/text editor. This makes the feature unreliable for practical use.","116463"
"200087","Observed behavior: Try to select a new `InputEventShortcut` as the Event Minimal reproduction project setu...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Repro pattern: Try to select a new `InputEventShortcut` as the Event Minimal reproduction project setup (MRP) n/a. Additional detail: With that control selected, go to the Inspector and add a new Shortcut 3. This blocks progress because the expected result never appears.","116268"
"200088","Unexpected result: Steps to reproduce Related to the working project, open the project provided below and...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. What I can reproduce: Steps to reproduce Related to the working project, open the project provided below and run the program in the editor to reproduce it Some screen shot: 1.RUN <img width=""423"" height=""92"" alt=""Image"" src=""https://github.com/user-attachments/assets/eee6414e-0407-4745-8c5a-977224494b12"" /> 2.The panel <img width=""1435"" height=""845"" alt=""Image"" src=""https://github.com/user-attachments/assets/e3079e84-324a-495b-87d9-59c25aad7002"" /> 3.Try to close the window <img width=""214"" height=""88"" alt=""Image"" src=""https://github.com/user-attachments/assets/fbcfa63f-b999-4630-b3c5-be9307f7b03a"" /> 4.The viewport STILL here <img width=""1543"" height=""903"" alt=""Image"" src=""https://github.com/user-attachments/assets/ed006afa-ce75-4f31-8eaf-592e7d1b58aa"" /> *As shown in the last screenshot, the internal viewport still exists* Minimal reproduction project (MRP) here: 止战之战.zip. Additional detail: Steps to reproduce Related to the workspace, open the project provided below and run the program in the editor to reproduce it Some screen shot: 1.RUN <img width=""423"" height=""92"" alt=""Image"" src=""https://github.com/user-attachments/assets/eee6414e-0407-4745-8c5a-977224494b12"" /> 2.The application window <img width=""1435"" height=""845"" alt=""Image"" src=""https://github.com/user-attachments/assets/e3079e84-324a-495b-87d9-59c25aad7002"" /> 3.Try to close the window <img width=""214"" height=""88"" alt=""Image"" src=""https://github.com/user-attachments/assets/fbcfa63f-b999-4630-b3c5-be9307f7b03a"" /> 4.The viewport STILL here <img width=""1543"" height=""903"" alt=""Image"" src=""https://github.com/user-attachments/assets/ed006afa-ce75-4f31-8eaf-592e7d1b58aa"" /> *As shown in the last screenshot, the internal viewport still exists* Minimal reproduction project (MRP) here: 止战之战.zip. The behavior interrupts the workflow and forces a restart.","116433"
"200089","Observed behavior: Tested versions - Reproducible in v4.7.dev2.official [778cf54da] - Reproducible in v4.3...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Observed sequence: Tested versions - Reproducible in v4.7.dev2.official [778cf54da] - Reproducible in v4.3.stable.official [77dcf97d8] System information Godot v4.7.dev2 - Windows 11 (build 26200) - Multi-panel, 1 monitor - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3060 Ti (NVIDIA; 32.0.15.7680) - 13th Gen Intel(R) Core(TM) i5-13600KF (20 threads) - 47.84 GiB memory fault description If the inspector is inspecting a Node, it should show its name instead of its Class. Additional detail: <img width=""994"" height=""604"" alt=""Image"" src=""https://github.com/user-attachments/assets/8e051cc7-cf5b-41a0-8802-d51cf2d5c44e"" /> - If it's not a bug, I think we have to make the `name` property visible in inspector as mentioned in https://github.com/godotengine/godot-proposals/issues/14545 Steps to reproduce NA Minimal reproduction current project (MRP) NA. The result is inconsistent with what the editor UI suggests.","117860"
"200090","Workflow failure: Next day I open Godot and have flat Curve.","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. Repro pattern: Next day I open Godot and have flat Curve. Additional detail: Tested versions v4.7.dev1.mono.official [bf95b6258] System information Windows 11 Godot 4.7 dev1 defect description I have create a some particles(factory smoke) and add particles scale curve. The behavior interrupts the workflow and forces a restart.","116323"
"200091","Unexpected result: Shortly after loading the `demo/` working project in Godot 4.5-stable, the editor crash...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. Observed sequence: Shortly after loading the `demo/` working project in Godot 4.5-stable, the editor crashes (before displaying the confirmation dialog for updating the project) with: As expected, Godot 4.4-stable displays errors about the extension being built for a newer GDExtension interface 👍 and then shows the confirmation dialog for updating the project. Additional detail: Shortly after loading the `demo/` project setup in Godot 4.5-stable, the editor crashes (before displaying the confirmation dialog for updating the project) with: As expected, Godot 4.4-stable displays errors about the extension being built for a newer GDExtension interface 👍 and then shows the confirmation dialog for updating the project. The result is inconsistent with what the editor UI suggests.","116315"
"200092","Regression: Before submitting, please read our checklist for new contributors: https://contributing...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Repro pattern: Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors --> Fixes : 116835 defect : `popup_menu::_pre_popup` does compute the content scale factor correctly, but it was called after `set_size` in `editor window::popup`. Additional detail: Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors --> Fixes : 116835 problem : `popup_menu::_pre_popup` does compute the content scale factor correctly, but it was called after `set_size` in `panel::popup`. The result is inconsistent with what the editor UI suggests.","117182"
"200093","Unexpected result: - Try to copy DLLs to a couple of numbered paths before giving up.","From my side, this appears during regular editor use.","From my side, this appears during regular editor use. What I can reproduce: - Try to copy DLLs to a couple of numbered paths before giving up. Additional detail: Also they're not normally interactive so enabling hot-reloading support by default is of dubious value. The behavior interrupts the workflow and forces a restart.","116871"
"200094","Unexpected result: To test add a `copy_effects->set_color(Color(1.0, 1.0, 0.0, 0.5), Rect2(Vector2(0.2, 0....","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Repro pattern: To test add a `copy_effects->set_color(Color(1.0, 1.0, 0.0, 0.5), Rect2(Vector2(0.2, 0.2), Vector2(0.6, 0.6)));` to one of the debug drawers in `RasterizerSceneGLES3::_render_buffers_debug_draw` and then enable in the editor. Additional detail: <img width=""636"" height=""442"" alt=""image"" src=""https://github.com/user-attachments/assets/db077f00-e967-4288-9b20-83f9407bc6d6"" />. This blocks progress because the expected result never appears.","116501"
"200095","Observed behavior: Since this can't be replicated in the unit tests directly, I extracted the steps count...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. How this shows up: Since this can't be replicated in the unit tests directly, I extracted the steps count logic into its own function so its result can be tested directly. Additional detail: Fixes: https://github.com/godotengine/godot/issues/97308 and https://github.com/godotengine/godot/issues/117310 (duplicate) On osx, adding an empty convex/concave polygon shape to a ShapeCast2D crashes the editor, since it attempts to draw `inf` steps (due to a division by zero) in the display and runs out of memory. The behavior interrupts the workflow and forces a restart.","117329"
"200096","Workflow failure: Before submitting, please read our checklist for new contributors: https://contributing...","Observed while validating a normal workflow on my machine.","Observed while validating a normal workflow on my machine. How this shows up: Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors -->. Additional detail: Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors -->. This blocks progress because the expected result never appears.","117744"
"200097","Regression: The profiler's Calls column minimum width (50px) was too narrow to display large call c...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Observed sequence: The profiler's Calls column minimum width (50px) was too narrow to display large call counts — e.g. Additional detail: Increased minimum column widths: - Name: 60 → 200 - Time: 75 → 90 - Calls: 50 → 65 - Tree panel minimum: 320 → 355 to accommodate wider columns Fixes 111293 Related 115984, 74834 godot_column_sizes. This blocks progress because the expected result never appears.","117311"
"200098","Regression: during done, it is impossible to add nodes to the loaded scene at all: NVDA either says...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. Observed sequence: during done, it is impossible to add nodes to the loaded scene at all: NVDA either says ""Godot Engine panel"" when you try to add a node, or pressing any of the favorite node types does something which causes the focus to be trapped. Additional detail: Tested versions 4.7 (9095a76ff) System information Godot v4.7.dev (9095a76ff) - Windows 10 (build 19044) - Multi-view, 1 monitor - Direct3D 12 (Forward+) - dedicated Intel(R) Iris(R) Xe Graphics (Intel Corporation; 27.20.100.9664) - 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz (8 threads) - 39.84 GiB memory failure case description This only occurs during the loaded scene editor is made floating. This makes the feature unreliable for practical use.","117345"
"200099","Unexpected result: Tested versions Reproducible in: 4.6-stable, 4.6.1-stable Not reproducible in: 4.5.1-st...","I ran into this while reproducing the same sequence multiple times.","I ran into this while reproducing the same sequence multiple times. Observed sequence: Tested versions Reproducible in: 4.6-stable, 4.6.1-stable Not reproducible in: 4.5.1-stable System information Godot v4.6.1.stable - Windows 10 (build 19045) - Multi-application window, 1 monitor - Vulkan (Forward+) - dedicated Radeon (TM) 520 (Advanced Micro Devices, Inc.; 26.20.15026.1) - Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (8 threads) - 15.87 GiB memory fault description It was fine in 4.5.1-stable, creating a new current project only took about 10s. Additional detail: I opened the working project it took long time, increased in ram usage and eventually crashed. The result is inconsistent with what the editor UI suggests.","117650"
"200100","Workflow failure: (With this PR) the selected node is still revealed in the tree, rather than being hidde...","In day-to-day usage, this behavior is easy to trigger.","In day-to-day usage, this behavior is easy to trigger. What I can reproduce: (With this PR) the selected node is still revealed in the tree, rather than being hidden https://github.com/user-attachments/assets/9cc0cd8f-ffe8-4e50-a304-fb4f11d681dd. Additional detail: Fixes https://github.com/godotengine/godot/issues/116807 Using the same project setup as the fixed failure case above, this is the new behavior: 1. This makes the feature unreliable for practical use.","116818"
